,access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,prereserve_doi,publication_date,publication_type,title,upload_type,files,notes,references,xml_id,format
75,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Max Weber Stiftung, Deutschland', 'name': 'Plaksin, Anna'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621860,"['DHd2020', 'Stemmatologie', 'Renaissancemusik', 'Mensuralnotation']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621860', 'recid': 4621860}",2020-02-20,conferencepaper,Differenz und Ähnlichkeit in der computergestützten Filiation von Renaissancemusik. Zur datenbasierten Evaluation von Substitutionsmodellen mithilfe von Surrogatdaten,publication,"['204_final-PLAKSIN_Anna_Differenz_und__hnlichkeit_in_der_computergest_t.pdf', '204_final-PLAKSIN_Anna_Differenz_und__hnlichkeit_in_der_computergest_t.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],204_final-PLAKSIN_Anna_Differenz_und__hnlichkeit_in_der_computergest_t,Vortrag
76,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Fachhochschule Potsdam', 'name': 'Bludau, Mark-Jan'}, {'affiliation': 'Fachhochschule Potsdam', 'name': 'Dörk, Marian'}, {'affiliation': 'Heinrich-Heine-Universität Düsseldorf', 'name': 'Fangerau, Heiner'}, {'affiliation': 'Heinrich-Heine-Universität Düsseldorf', 'name': 'Halling, Thorsten'}, {'affiliation': 'Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI), Berlin', 'name': 'Leitner, Elena'}, {'affiliation': 'Humboldt Universität Berlin', 'name': 'Menzel, Sina'}, {'affiliation': 'Staatsbibliothek Berlin', 'name': 'Müller, Gerhard'}, {'affiliation': 'Humboldt Universität Berlin', 'name': 'Petras, Vivien'}, {'affiliation': 'Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI), Berlin', 'name': 'Rehm, Georg'}, {'affiliation': 'Staatsbibliothek Berlin', 'name': 'Neudecker, Clemens'}, {'affiliation': 'Staatsbibliothek Berlin', 'name': 'Zellhoefer, David'}, {'affiliation': 'Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI), Berlin', 'name': 'Moreno Schneider, Julian'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621862,"['DHd2020', 'Historische Netzwerkanalyse', 'Datenaufbereitung', 'Visualisierung']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621862', 'recid': 4621862}",2020-02-20,conferencepaper,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse,publication,"['207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.pdf', '207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor,Posterpräsentation
77,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Institut für Digital Humanities, Universität zu Köln, Deutschland', 'name': 'Wieners, Jan Gerrit'}, {'affiliation': 'Institut für Digital Humanities, Universität zu Köln, Deutschland', 'name': 'Schubert, Zoe'}, {'affiliation': 'Institut für Digital Humanities, Universität zu Köln, Deutschland', 'name': 'Türkoğlu, Enes'}, {'affiliation': 'Institut für Digital Humanities, Universität zu Köln, Deutschland', 'name': 'Niebes, Kai Michael'}, {'affiliation': 'Institut für Digital Humanities, Universität zu Köln, Deutschland', 'name': 'Eide, Øyvind'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621864,"['DHd2020', 'Multimediale Annotation', 'Annotationsbasiertes Storytelling', 'Objektrepositorium']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621864', 'recid': 4621864}",2020-02-20,conferencepaper,Showtime – sehen und gesehen werden! Erzeugung semantischer (Spiel-)Räume für kollaboratives Arbeiten mit multimedialen Annotationen im Mehrdimensionalen,publication,"['210_final-WIENERS_Jan_Gerrit_Showtime___sehen_und_gesehen_werden__Erze.pdf', '210_final-WIENERS_Jan_Gerrit_Showtime___sehen_und_gesehen_werden__Erze.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],210_final-WIENERS_Jan_Gerrit_Showtime___sehen_und_gesehen_werden__Erze,Workshop
78,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität zu Köln, Deutschland', 'name': 'Mertgens, Andreas'}, {'affiliation': 'Universität zu Köln, Deutschland', 'name': 'Türkoğlu, Enes'}, {'affiliation': 'Universität zu Köln, Deutschland', 'name': 'Probst, Nora'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621870,"['DHd2020', 'Theater', 'Nachlässe', 'Prosopographie', 'LIDO', 'XML', 'XSLT', 'Biographie', 'eXist-DB', 'Netzwerke', 'Digitalisierung']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621870', 'recid': 4621870}",2020-02-20,conferencepaper,"(Re-)Collecting Theatre History: Wissensdinge, Biographien, Wirkungsräume",publication,"['211_final-MERTGENS_Andreas__Re__Collecting_Theatre_History__Wissensdin.pdf', '211_final-MERTGENS_Andreas__Re__Collecting_Theatre_History__Wissensdin.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],211_final-MERTGENS_Andreas__Re__Collecting_Theatre_History__Wissensdin,Vortrag
79,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften, Deutschland', 'name': 'Schrott, Maximilian'}, {'affiliation': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften, Deutschland', 'name': 'Reinert, Matthias'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621872,"['DHd2020', 'Historische Edition', 'Digitale Edition', 'XML', 'TEI', 'Oxygen XML Editor', 'Bayern', 'Zeitgeschichte', 'Protokolle']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621872', 'recid': 4621872}",2020-02-20,conferencepaper,Die Digitale Edition der Protokolle des Bayerischen Ministerrats – ein Erfahrungsbericht,publication,"['214_final-SCHROTT_Maximilian_Die_Digitale_Edition_der_Protokolle_des_B.pdf', '214_final-SCHROTT_Maximilian_Die_Digitale_Edition_der_Protokolle_des_B.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],214_final-SCHROTT_Maximilian_Die_Digitale_Edition_der_Protokolle_des_B,Vortrag
80,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Paderborn, Musikwissenschaftliches Seminar Detmold/Paderborn, Deutschland', 'name': 'Iffland, Joachim'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621874,"['DHd2020', 'Musikedition', 'Handeln', 'Dinge', 'Beziehungen', 'Musicking']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621874', 'recid': 4621874}",2020-02-20,conferencepaper,Das Erkenntnispotenzial Digitaler Musikedition,publication,"['215_final-IFFLAND_Joachim_Das_Erkenntnispotenzial_Digitaler_Musikediti.pdf', '215_final-IFFLAND_Joachim_Das_Erkenntnispotenzial_Digitaler_Musikediti.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],215_final-IFFLAND_Joachim_Das_Erkenntnispotenzial_Digitaler_Musikediti,Posterpräsentation
81,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Graz, Österreich', 'name': 'Steiner, Christian'}, {'affiliation': 'Universität Graz, Österreich', 'name': 'Klug, Helmut W.'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621876,"['DHd2020', 'cooking recipes', 'middle ages', 'medieval', 'food', 'schema', 'visualization', 'semantic web', 'LOD']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621876', 'recid': 4621876}",2020-02-20,conferencepaper,Spielräume definieren: Cooking Recipes of the Middle Ages,publication,"['216_final-STEINER_Christian_Spielr_ume_definieren__Cooking_Recipes_of_.pdf', '216_final-STEINER_Christian_Spielr_ume_definieren__Cooking_Recipes_of_.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],216_final-STEINER_Christian_Spielr_ume_definieren__Cooking_Recipes_of_,Vortrag
82,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Univerität Bielefeld - SFB 1288 Praktiken des Vergleichens, Deutschland', 'name': 'Schlicht, Helene'}, {'affiliation': 'Univerität Bielefeld - SFB 1288 Praktiken des Vergleichens, Deutschland', 'name': 'Jentsch, Patrick'}, {'affiliation': 'Univerität Bielefeld - SFB 1288 Praktiken des Vergleichens, Deutschland', 'name': 'Porada, Stephan'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621878,"['DHd2020', 'User Centered Design', 'virtuelle Arbeitsumgebung', 'projektbegleitend']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621878', 'recid': 4621878}",2020-02-20,conferencepaper,Opaque – digitale Arbeitsumgebung für die Humanities,publication,"['217_final-SCHLICHT_Helene_Opaque___digitale_Arbeitsumgebung_f_r_die_Hu.pdf', '217_final-SCHLICHT_Helene_Opaque___digitale_Arbeitsumgebung_f_r_die_Hu.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],217_final-SCHLICHT_Helene_Opaque___digitale_Arbeitsumgebung_f_r_die_Hu,Posterpräsentation
83,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Forschungsverbund MWW, Herzog August Bibliothek Wolfenbüttel, Deutschland', 'name': 'Fricke-Steyer, Henrike'}, {'affiliation': 'Forschungsverbund MWW, Herzog August Bibliothek Wolfenbüttel, Deutschland', 'name': 'Klaffki, Lisa'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621880,"['DHd2020', 'digitales Publizieren', 'Fachkommunikation', 'Peer Review', 'Forschungsdaten']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621880', 'recid': 4621880}",2020-02-20,conferencepaper,Digitales Publizieren im Spiegel der Zeitschrift für digitale Geisteswissenschaften: Eine Standortbestimmung,publication,"['220_final-KLAFFKI_Lisa_Digitales_Publizieren_im_Spiegel_der_Zeitschrif.pdf', '220_final-KLAFFKI_Lisa_Digitales_Publizieren_im_Spiegel_der_Zeitschrif.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],220_final-KLAFFKI_Lisa_Digitales_Publizieren_im_Spiegel_der_Zeitschrif,Posterpräsentation
84,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Austrian Academy of Sciences, Österreich', 'name': 'Rastinger, Nina Claudia'}, {'affiliation': 'Austrian Academy of Sciences, Österreich', 'name': 'Resch, Claudia'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621882,"['DHd2020', 'literary motif', 'motif search', 'motif annotation', 'digital corpora', 'search strategies']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621882', 'recid': 4621882}",2020-02-20,conferencepaper,Zwischen geisteswissenschaftlicher Offenheit und informatischer Explikation: Motivsuche als Herausforderung bei der Arbeit mit digitalen Ressourcen,publication,"['221_final-RASTINGER_Nina_Claudia_Zwischen_geisteswissenschaftlicher_Of.pdf', '221_final-RASTINGER_Nina_Claudia_Zwischen_geisteswissenschaftlicher_Of.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],221_final-RASTINGER_Nina_Claudia_Zwischen_geisteswissenschaftlicher_Of,Posterpräsentation
85,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Deutschland', 'name': 'Molitor, Paul'}, {'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Deutschland', 'name': 'Necker, Gerold'}, {'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Deutschland', 'name': 'Pöckelmann, Marcus'}, {'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Deutschland', 'name': 'Rebiger, Bill'}, {'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Deutschland', 'name': 'Ritter, Jörg'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621884,"['DHd2020', 'Kabbala', 'Hebräisch', 'Edition', 'Synopse', 'Kollationierung']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621884', 'recid': 4621884}",2020-02-20,conferencepaper,Keter Shem Ṭov - Prozessualisierung eines Editionsprojekts mit 100 Textzeugen,publication,"['222_final-P_CKELMANN_Marcus_Keter_Shem__ov___Prozessualisierung_eines_.pdf', '222_final-P_CKELMANN_Marcus_Keter_Shem__ov___Prozessualisierung_eines_.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],222_final-P_CKELMANN_Marcus_Keter_Shem__ov___Prozessualisierung_eines_,Posterpräsentation
86,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Österreichische Akademie der Wissenschaften, Österreich; CLARIN ERIC', 'name': 'Schmeer, Hendrik'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Österreich', 'name': 'Wissik, Tanja'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621886,"['DHd2020', 'DH Lehraktivitäten', 'Metadaten', 'API']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621886', 'recid': 4621886}",2020-02-20,conferencepaper,Eine Programmierschnittstelle für Metadaten zu DH Lehraktivitäten: Die DH Course Registry API,publication,"['223_final-WISSIK_Tanja_Eine_Programmierschnittstelle_f_r_Metadaten_zu_.pdf', '223_final-WISSIK_Tanja_Eine_Programmierschnittstelle_f_r_Metadaten_zu_.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],223_final-WISSIK_Tanja_Eine_Programmierschnittstelle_f_r_Metadaten_zu_,Posterpräsentation
87,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'UCLAB, Fachhochschule Potsdam, Deutschland', 'name': 'Brüggemann, Viktoria'}, {'affiliation': 'UCLAB, Fachhochschule Potsdam, Deutschland', 'name': 'Bludau, Mark-Jan'}, {'affiliation': 'UCLAB, Fachhochschule Potsdam, Deutschland', 'name': 'Dörk, Marian'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621888,"['DHd2020', 'Philosophie', 'Datenvisualisierung', 'Interaktion']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621888', 'recid': 4621888}",2020-02-20,conferencepaper,Die Falte: Ein Denkraum für interaktive und kritische Datenvisualisierungen,publication,"['224_final-D_RK_Marian_Die_Falte__Ein_Denkraum_f_r_interaktive_und_krit.pdf', '224_final-D_RK_Marian_Die_Falte__Ein_Denkraum_f_r_interaktive_und_krit.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],224_final-D_RK_Marian_Die_Falte__Ein_Denkraum_f_r_interaktive_und_krit,Vortrag
88,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Humboldt-Universität zu Berlin, Deutschland', 'name': 'Hiltmann, Torsten'}, {'affiliation': 'Westfälische Wilhelms Universität Münster, Deutschland', 'name': 'Thiele, Sebastian'}, {'affiliation': 'Westfälische Wilhelms Universität Münster, Deutschland', 'name': 'Risse, Benjamin'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621890,"['DHd2020', 'Deep Learning', 'Automatische Bildanalyse', 'Maschinelles Lernen', 'Heraldik', 'Kulturgeschichte']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621890', 'recid': 4621890}",2020-02-20,conferencepaper,Friends with Benefits: Wie Deep-Learning basierte Bildanalyse und kulturhistorische Heraldik voneinander profitieren,publication,"['225_final-HILTMANN_Torsten_Friends_with_Benefits__Wie_Deep_Learning_ba.pdf', '225_final-HILTMANN_Torsten_Friends_with_Benefits__Wie_Deep_Learning_ba.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],225_final-HILTMANN_Torsten_Friends_with_Benefits__Wie_Deep_Learning_ba,Vortrag
